,posted,neighborhood,post title,URL,price
60,2021-10-08 16:34:00,  antelope valley ,2 Bedroom 2 Bath- Santa Clarita-Renovated Apartment Waiting for You!,https://losangeles.craigslist.org/ant/apa/d/canyon-country-bedroom-bath-santa/7391513910.html,"
$2,499
"
61,2021-10-08 16:34:00, 4805 N Bakman Ave North Hollywood CA san fernando valley ,Spacious 2 Bedroom Available in Brand NEW Luxury Community,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-spacious-bedroom/7391548889.html,"
$3,492
"
62,2021-10-08 16:33:00,  antelope valley ,"Pool, Patio/ Balcony, Highway Access",https://losangeles.craigslist.org/ant/apa/d/north-hollywood-pool-patio-balcony/7391548794.html,"
$2,849
"
63,2021-10-08 16:33:00, Santa Monica westside-southbay-310 ,Lovely bungalow-style Unit * Laminate flooring * Call for more info! *,https://losangeles.craigslist.org/wst/apa/d/santa-monica-lovely-bungalow-style-unit/7391548618.html,"
$2,495
"
64,2021-10-08 16:32:00, 5351 San Vicente Boulevard Los Angeles CA central LA 213323 ,CENTRALLY LOCATED STUDIOS AVAILABLE IMMEDIATELY!,https://losangeles.craigslist.org/lac/apa/d/los-angeles-centrally-located-studios/7391540205.html,"
$1,818
"
65,2021-10-08 16:32:00, 10833 Wilshire blvd westside-southbay-310 ,Wilshire View Beautiful 2x2 On The Corridor w/24hr Valet #224,https://losangeles.craigslist.org/wst/apa/d/los-angeles-wilshire-view-beautiful-2x2/7391548292.html,"
$5,354
"
66,2021-10-08 16:31:00, Los Angeles central LA 213323 ,Renovated 1BR Verdugo Mesa! Call Now! Pet Friendly.. Special Offer,https://losangeles.craigslist.org/lac/apa/d/los-angeles-renovated-1br-verdugo-mesa/7391544954.html,"
$1,950
"
67,2021-10-08 16:30:00, 12750 W Millennium Los Angeles CA westside-southbay-310 ,"Private street entrances, Designer-appointed powder rooms, Balconies",https://losangeles.craigslist.org/wst/apa/d/playa-vista-private-street-entrances/7391518915.html,"
$4,814
"
68,2021-10-08 16:30:00, Brentwood - Los Angeles westside-southbay-310 ,"Granite countertops, Balcony or patio, Ceiling fan in the dining area",https://losangeles.craigslist.org/wst/apa/d/los-angeles-granite-countertops-balcony/7391519313.html,"
$2,766
"
69,2021-10-08 16:28:00, Long Beach long beach  562 ,"Striking Corner 2 Bed w/a Lavish Window View, Balcony, & Free Parking",https://losangeles.craigslist.org/lgb/apa/d/long-beach-striking-corner-bed-a-lavish/7391546840.html,"
$3,249
"
70,2021-10-08 16:28:00, CANOGA PARK san fernando valley ,HALF MONTH FREE RENT* SPACIOUS 3BED2BATH CORNER END UNITCONDO !,https://losangeles.craigslist.org/sfv/apa/d/toluca-lake-half-month-free-rent/7391542360.html,"
$2,695
"
71,2021-10-08 16:27:00, Whittier long beach  562 ,Very spacious 1bd1ba with all appliances,https://losangeles.craigslist.org/lgb/apa/d/whittier-very-spacious-1bd1ba-with-all/7391546454.html,"
$2,063
"
72,2021-10-08 16:27:00, 909 W. Temple St. Los Angeles CA central LA 213323 ,"Studio top floor overlooking pool, 3x pools, 3x gyms and move theater!",https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-top-floor/7391517994.html,"
$2,172
"
73,2021-10-08 16:26:00, SUN VALLEY san fernando valley ,"SPACIOUS HOUSE, 6 BEDS 4 BATHS, CENTRAL AC, WD FLR, BIG BACKYARD,",https://losangeles.craigslist.org/sfv/apa/d/sun-valley-spacious-house-beds-baths/7391546146.html,"
$6,400
"
74,2021-10-08 16:26:00, Studio City san fernando valley ,Rent a great 1 bed / 1 bath! The Plaza is waiting for you!,https://losangeles.craigslist.org/sfv/apa/d/valley-village-rent-great-bed-bath-the/7391546000.html,"
$2,165
"
75,2021-10-08 16:26:00, 6300 Green Valley Circle Culver City CA westside-southbay-310 ,"ENORMOUS 2-bedroom, 2-bathroom, fitness center, tennis courts!",https://losangeles.craigslist.org/wst/apa/d/los-angeles-enormous-bedroom-bathroom/7391537789.html,"
$3,193
"
76,2021-10-08 16:26:00, Lancaster antelope valley ,"New City, New Home, New Lifestyle",https://losangeles.craigslist.org/ant/apa/d/lancaster-new-city-new-home-new/7391545886.html,"
$2,045
"
77,2021-10-08 16:25:00,  san fernando valley ,ðŸ’¯2 Bedroom / 2 Bath Apartment - Great Space and Great PRICEðŸ’²ðŸ’²,https://losangeles.craigslist.org/sfv/apa/d/burbank-bedroom-bath-apartment-great/7391545613.html,"
$3,205
"
78,2021-10-08 16:24:00,  san fernando valley ,"Cable Ready, Air Conditioning, Quartz Countertops",https://losangeles.craigslist.org/sfv/apa/d/los-angeles-cable-ready-air/7391545457.html,"
$2,395
"
79,2021-10-08 16:24:00, Los Angeles westside-southbay-310 ,8115 1/2 Lincoln Blvd,https://losangeles.craigslist.org/wst/apa/d/los-angeles-lincoln-blvd/7391545421.html,"
$1,725
"
80,2021-10-08 16:24:00, 975 San Pasqual St. Pasadena CA san gabriel valley ,"1 bedroom in gated community, BBQ area, heated pool and more!",https://losangeles.craigslist.org/sgv/apa/d/pasadena-bedroom-in-gated-community-bbq/7391539638.html,"
$2,555
"
81,2021-10-08 16:23:00, DTLA central LA 213323 ,Come on Down & See this Beautiful 1 Bedroom with Patio!!,https://losangeles.craigslist.org/lac/apa/d/los-angeles-come-on-down-see-this/7391542600.html,"
$2,412
"
82,2021-10-08 16:23:00, 1800 N. New Hampshire Ave. Los Angeles CA central LA 213323 ,"Studio, Updated Interior, Gym in Los Feliz",https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-updated-interior-gym/7391544871.html,"
$2,170
"
83,2021-10-08 16:23:00, 17171 West Roscoe Boulevard Los Angeles CA san fernando valley ,"Peace of Mind, Resort-Style Living, Enhance Your LifeCommunity Perks",https://losangeles.craigslist.org/sfv/apa/d/northridge-peace-of-mind-resort-style/7391540421.html,"
$1,755
"
84,2021-10-08 16:22:00, 975 San Pasqual St. Pasadena CA san gabriel valley ,"1 bedroom, new flooring, stainless steel appliances!",https://losangeles.craigslist.org/sgv/apa/d/pasadena-bedroom-new-flooring-stainless/7391538055.html,"
$2,615
"
85,2021-10-08 16:21:00, 5015 Clinton Street Los Angeles CA central LA 213323 ,"Carpeting, Refrigerator, On-Site Management",https://losangeles.craigslist.org/lac/apa/d/los-angeles-carpeting-refrigerator-on/7391544071.html,"
$2,775
"
86,2021-10-08 16:21:00,  antelope valley ,Another great reason to lease your home.,https://losangeles.craigslist.org/ant/apa/d/palmdale-another-great-reason-to-lease/7391538652.html,"
$1,450
"
87,2021-10-08 16:21:00, 21041 Parthenia Street Los Angeles CA san fernando valley ,"Fitness Center, Off Street Parking, Courtyard",https://losangeles.craigslist.org/sfv/apa/d/winnetka-fitness-center-off-street/7391543905.html,"
$2,275
"
88,2021-10-08 16:20:00, Torrance westside-southbay-310 ,"Trick or Treat, oh so sweet, Fang-Tastic Apartments for you to see!",https://losangeles.craigslist.org/wst/apa/d/torrance-trick-or-treat-oh-so-sweet/7391541403.html,"
$1,895
"
89,2021-10-08 16:20:00, Torrance westside-southbay-310 ,Come see this Spooktacular Apartment!,https://losangeles.craigslist.org/wst/apa/d/torrance-come-see-this-spooktacular/7391541260.html,"
$2,195
"
90,2021-10-08 16:20:00, North Hollywood san fernando valley ,"1x1 Home near 170 Freeway, Metro Train, & I-5 $500 SPECIAL",https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-1x1-home-near-170/7391543578.html,"
$1,865
"
91,2021-10-08 16:19:00, Los Angeles central LA 213323 ,Let A Realtor Help You Rent,https://losangeles.craigslist.org/lac/apa/d/los-angeles-let-realtor-help-you-rent/7391543368.html,"
$0
"
92,2021-10-08 16:19:00, 550 N. Figueroa st. Los Angeles CA central LA 213323 ,"Berber Carpeting, Outdoor Putting Green, Den/Study",https://losangeles.craigslist.org/lac/apa/d/los-angeles-berber-carpeting-outdoor/7391516759.html,"
$2,429
"
93,2021-10-08 16:19:00, Santa Monica westside-southbay-310 ,Ocean Views & Free Rent!,https://losangeles.craigslist.org/wst/apa/d/santa-monica-ocean-views-free-rent/7391535417.html,"
$4,852
"
94,2021-10-08 16:18:00, Brentwood - Los Angeles westside-southbay-310 ,"Modern plank flooring, Mirrored oversized closets, Balcony or patio",https://losangeles.craigslist.org/wst/apa/d/los-angeles-modern-plank-flooring/7391518185.html,"
$2,636
"
95,2021-10-08 16:18:00, 27940 Solamint Rd. Canyon Country CA san fernando valley ,"Walk-in Closets, Beautiful Landscaping, Custom Oak Cabinets",https://losangeles.craigslist.org/sfv/apa/d/canyon-country-walk-in-closets/7391542851.html,"
$2,475
"
96,2021-10-08 16:18:00, 975 San Pasqual St. Pasadena CA san gabriel valley ,"On site maintenance, heated pool, off street parking",https://losangeles.craigslist.org/sgv/apa/d/pasadena-on-site-maintenance-heated/7391538659.html,"
$2,500
"
97,2021-10-08 16:18:00, Glendale central LA 213323 ,Love the Life you Live @ Next On Lex,https://losangeles.craigslist.org/lac/apa/d/glendale-love-the-life-you-live-next-on/7391537777.html,"
$2,350
"
98,2021-10-08 16:17:00, Northridge san fernando valley ,Los Angeles Area Rentals,https://losangeles.craigslist.org/sfv/apa/d/los-angeles-los-angeles-area-rentals/7391542357.html,"
$0
"
99,2021-10-08 16:17:00, 18414 W. Jakes Way Canyon Country CA san fernando valley ,"Spacious Walk In Closets, Picnic Areas, Breakfast Bar",https://losangeles.craigslist.org/sfv/apa/d/canyon-country-spacious-walk-in-closets/7391490516.html,"
$2,420
"
100,2021-10-08 16:16:00, 3205 Los Feliz Boulevard Los Angeles CA central LA 213323 ,"Refrigerator, Gas range, Oversized mirrored wardrobe",https://losangeles.craigslist.org/lac/apa/d/glendale-refrigerator-gas-range/7391541987.html,"
$2,634
"
101,2021-10-08 16:16:00,  san fernando valley ,*Â¨*Do Not Look Past This Three Bedroom In North Hollywood!*Â¨*,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-do-not-look-past-this/7391532141.html,"
$3,475
"
102,2021-10-08 16:16:00, Rowland Heights central LA 213323 ,"Gas Stove, Window Covering, Ceiling Fans, Club House, Pet Friendly",https://losangeles.craigslist.org/lac/apa/d/rowland-heights-gas-stove-window/7391502927.html,"
$1,849
"
103,2021-10-08 16:15:00, Sherman oaks san fernando valley ,Studio with full kitchen in Sherman Oaks!,https://losangeles.craigslist.org/sfv/apa/d/van-nuys-studio-with-full-kitchen-in/7391541782.html,"
$1,595
"
104,2021-10-08 16:15:00, West Hollywood central LA 213323 ,Large 1x1 in Prime West Hollywood Location!!!,https://losangeles.craigslist.org/lac/apa/d/west-hollywood-large-1x1-in-prime-west/7391541611.html,"
$2,728
"
105,2021-10-08 16:15:00, Woodland Hills san fernando valley ,"Spacious 2bed 2bath Apts. Walk-In closet, Free Parking, Playground",https://losangeles.craigslist.org/sfv/apa/d/canoga-park-spacious-2bed-2bath-apts/7391533386.html,"
$2,936
"
106,2021-10-08 16:14:00, 2200 Colorado Ave Santa Monica CA westside-southbay-310 ,"Pet Friendly Community, Individual Climate Control, Bike Path",https://losangeles.craigslist.org/wst/apa/d/santa-monica-pet-friendly-community/7391514022.html,"
$3,216
"
107,2021-10-08 16:13:00, 1447 Lincoln Boulevard Santa Monica CA westside-southbay-310 ,Modern 1 Bedroom available !!!!,https://losangeles.craigslist.org/wst/apa/d/santa-monica-modern-bedroom-available/7391540972.html,"
$2,318
"
108,2021-10-08 16:13:00, Los Angeles central LA 213323 ,Your Search Ends Here at Wilshire Valencia! Tour with us today,https://losangeles.craigslist.org/lac/apa/d/los-angeles-your-search-ends-here-at/7391540958.html,"
$2,489
"
109,2021-10-08 16:13:00, 840 Larrabee Street West Hollywood CA westside-southbay-310 ,Nothing better than a top floor unit in the heart of WeHo-WELCOME HOME,https://losangeles.craigslist.org/wst/apa/d/west-hollywood-nothing-better-than-top/7391540929.html,"
$2,040
"
110,2021-10-08 16:13:00, 18005 W. Anne's Circle Los Angeles CA central LA 213323 ,3 Bedroom Remodeled!,https://losangeles.craigslist.org/lac/apa/d/canyon-country-bedroom-remodeled/7391530791.html,"
$2,999
"
111,2021-10-08 16:12:00, Hollywood Dell central LA 213323 ,Gorgeous 3BD/3BA Townhome for LEASE,https://losangeles.craigslist.org/lac/apa/d/los-angeles-gorgeous-3bd-3ba-townhome/7391540538.html,"
$4,250
"
112,2021-10-08 16:12:00, 9901 Washington Boulevard Culver City CA westside-southbay-310 ,"Garbage Disposal, Parking, Cable/Satellite TV",https://losangeles.craigslist.org/wst/apa/d/culver-city-garbage-disposal-parking/7391540442.html,"
$5,599
"
113,2021-10-08 16:12:00, Sherman Oaks san fernando valley ,The living is easy at IMT 5700! Comfortable 2 bed/2 bath!,https://losangeles.craigslist.org/sfv/apa/d/van-nuys-the-living-is-easy-at-imt-5700/7391540325.html,"
$2,920
"
114,2021-10-08 16:11:00, DTLA central LA 213323 ,Best Studios in Town!  ONLY $2047!,https://losangeles.craigslist.org/lac/apa/d/los-angeles-best-studios-in-town-only/7391531136.html,"
$2,047
"
115,2021-10-08 16:11:00, West Covina CA san gabriel valley ,1X1 Apt near Top Schools and Shopping Centers,https://losangeles.craigslist.org/sgv/apa/d/la-puente-1x1-apt-near-top-schools-and/7391540052.html,"
$2,266
"
116,2021-10-08 16:11:00, Palmdale antelope valley ,Arbor at Palmdale,https://losangeles.craigslist.org/ant/apa/d/palmdale-arbor-at-palmdale/7391539981.html,"
$0
"
117,2021-10-08 16:10:00,  san gabriel valley ,"Wi- Fi, Cafe with Kitchen, Online Rent Pay, Window Coverings",https://losangeles.craigslist.org/sgv/apa/d/pico-rivera-wi-fi-cafe-with-kitchen/7391534412.html,"
$1,696
"
118,2021-10-08 16:10:00, Culver City westside-southbay-310 ,MOVE IN SPECIAL! Amazing 1 bedroom! 1/2 OFF 1ST MONTH'S RENT!!,https://losangeles.craigslist.org/wst/apa/d/culver-city-move-in-special-amazing/7391539749.html,"
$1,750
"
119,2021-10-08 16:10:00, Long Beach long beach  562 ,Wonderful location for commuters! We're near public transit,https://losangeles.craigslist.org/lgb/apa/d/long-beach-wonderful-location-for/7391539698.html,"
$1,425
"
