,Posted on,Title,Link,Neighborhood,Price
59,2021-10-09 13:15,"<a class=""result-title hdrlnk"" data-id=""7389940532"" href=""https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-wake-up-in-your-new-home/7389940532.html"" id=""postid_7389940532"">Wake Up In Your New Home</a>",https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-wake-up-in-your-new-home/7389940532.html, ( san fernando valley ),3125.0
60,2021-10-09 13:14,"<a class=""result-title hdrlnk"" data-id=""7385277663"" href=""https://losangeles.craigslist.org/sgv/apa/d/monterey-park-special-monterey-park-bed/7385277663.html"" id=""postid_7385277663"">SPECIAL MONTEREY PARK 4 BED- 4 BATH HOME</a>",https://losangeles.craigslist.org/sgv/apa/d/monterey-park-special-monterey-park-bed/7385277663.html, (Monterey Park san gabriel valley ),2800.0
61,2021-10-09 13:14,"<a class=""result-title hdrlnk"" data-id=""7391904941"" href=""https://losangeles.craigslist.org/wst/prk/d/torrance-call-to-reserve-unit-today/7391904941.html"" id=""postid_7391904941"">Call to Reserve A Unit Today! Best Deals in Town!</a>",https://losangeles.craigslist.org/wst/prk/d/torrance-call-to-reserve-unit-today/7391904941.html, (Torrance westside-southbay-310 ),0.0
62,2021-10-09 13:14,"<a class=""result-title hdrlnk"" data-id=""7390037539"" href=""https://losangeles.craigslist.org/sgv/apa/d/alhambra-condo-apartment-one-room-for/7390037539.html"" id=""postid_7390037539"">A condo apartment one room for rent private bedroom share bathroom</a>",https://losangeles.craigslist.org/sgv/apa/d/alhambra-condo-apartment-one-room-for/7390037539.html, (alhambra san gabriel valley ),850.0
63,2021-10-09 13:14,"<a class=""result-title hdrlnk"" data-id=""7391885860"" href=""https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-month-free-on-us-move-in/7391885860.html"" id=""postid_7391885860"">1 Month Free on Us! Move in Ready, In Home Washer, Parking Included</a>",https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-month-free-on-us-move-in/7391885860.html, (Marina Del Rey westside-southbay-310 ),5370.0
64,2021-10-09 13:14,"<a class=""result-title hdrlnk"" data-id=""7390659040"" href=""https://losangeles.craigslist.org/wst/roo/d/topanga-topanga-mountain-sanctuary/7390659040.html"" id=""postid_7390659040"">Topanga Mountain Sanctuary</a>",https://losangeles.craigslist.org/wst/roo/d/topanga-topanga-mountain-sanctuary/7390659040.html, (TOPANGA westside-southbay-310 ),1800.0
65,2021-10-09 13:13,"<a class=""result-title hdrlnk"" data-id=""7391888555"" href=""https://losangeles.craigslist.org/sgv/roo/d/rosemead-modern-room-rosemead-move-in/7391888555.html"" id=""postid_7391888555"">-&gt;&gt;❶ Modern Room! Rosemead - Move in Today</a>",https://losangeles.craigslist.org/sgv/roo/d/rosemead-modern-room-rosemead-move-in/7391888555.html, (Rosemead/San Gabriel san gabriel valley ),795.0
66,2021-10-09 13:13,"<a class=""result-title hdrlnk"" data-id=""7391897386"" href=""https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-studio-apartment/7391897386.html"" id=""postid_7391897386"">Studio Apartment Located in North Hollywood</a>",https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-studio-apartment/7391897386.html, (Laundry On Site san fernando valley ),1596.0
67,2021-10-09 13:13,"<a class=""result-title hdrlnk"" data-id=""7391873428"" href=""https://losangeles.craigslist.org/ant/apa/d/lancaster-online-rental-payments/7391873428.html"" id=""postid_7391873428"">Online Rental Payments, Dishwasher, Garages Available</a>",https://losangeles.craigslist.org/ant/apa/d/lancaster-online-rental-payments/7391873428.html," (43519 Kirkland Avenue, Lancaster, CA antelope valley )",2444.0
68,2021-10-09 13:13,"<a class=""result-title hdrlnk"" data-id=""7387672647"" href=""https://losangeles.craigslist.org/wst/apa/d/lawndale-spacious-immaculate-walk-to/7387672647.html"" id=""postid_7387672647"">Spacious, Immaculate, Walk to Northrop, Free Utilites</a>",https://losangeles.craigslist.org/wst/apa/d/lawndale-spacious-immaculate-walk-to/7387672647.html, (West Lawndale westside-southbay-310 ),1700.0
69,2021-10-09 13:13,"<a class=""result-title hdrlnk"" data-id=""7383551847"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-you-deserve-more-call-to/7383551847.html"" id=""postid_7383551847"">You deserve more! Call to schedule your tour today!</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-you-deserve-more-call-to/7383551847.html," (1221 W. 3rd St. , Los Angeles, CA central LA 213/323 )",2805.0
70,2021-10-09 13:13,"<a class=""result-title hdrlnk"" data-id=""7391896509"" href=""https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-come-see-our-unique/7391896509.html"" id=""postid_7391896509"">Come See Our Unique 1 Bedroom With Large Patio</a>",https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-come-see-our-unique/7391896509.html," (MARINA DEL REY, CA westside-southbay-310 )",2831.0
71,2021-10-09 13:13,"<a class=""result-title hdrlnk"" data-id=""7391884632"" href=""https://losangeles.craigslist.org/sfv/prk/d/best-facilitybest-deals/7391884632.html"" id=""postid_7391884632"">Best Facility....Best Deals!!!</a>",https://losangeles.craigslist.org/sfv/prk/d/best-facilitybest-deals/7391884632.html, (Van Nuys san fernando valley ),0.0
72,2021-10-09 13:12,"<a class=""result-title hdrlnk"" data-id=""7384631819"" href=""https://losangeles.craigslist.org/sfv/apa/d/canoga-park-lush-courtyards-with/7384631819.html"" id=""postid_7384631819"">Lush Courtyards with Trickling Fountains, Nest Thermostat E, Elevator</a>",https://losangeles.craigslist.org/sfv/apa/d/canoga-park-lush-courtyards-with/7384631819.html, ( san fernando valley ),2845.0
73,2021-10-09 13:12,"<a class=""result-title hdrlnk"" data-id=""7391886009"" href=""https://losangeles.craigslist.org/sfv/apa/d/valencia-22-townhome-single-story/7391886009.html"" id=""postid_7391886009"">2+2 Townhome, Single Story, Upgraded Appliances, Attached Garage</a>",https://losangeles.craigslist.org/sfv/apa/d/valencia-22-townhome-single-story/7391886009.html, ( san fernando valley ),3400.0
74,2021-10-09 13:12,"<a class=""result-title hdrlnk"" data-id=""7378812688"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-new-luxury-apartment/7378812688.html"" id=""postid_7378812688"">NEW Luxury Apartment Offering Furnished Private Room</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-new-luxury-apartment/7378812688.html, (Los Angeles central LA 213/323 ),1250.0
75,2021-10-09 13:12,"<a class=""result-title hdrlnk"" data-id=""7390965829"" href=""https://losangeles.craigslist.org/sfv/apa/d/canoga-park-bd-in-home-washers-and/7390965829.html"" id=""postid_7390965829"">1 BD, In-Home Washers and Dryers, 24-Hour Fit, Pool View</a>",https://losangeles.craigslist.org/sfv/apa/d/canoga-park-bd-in-home-washers-and/7390965829.html, (Woodland Hills san fernando valley ),2298.0
76,2021-10-09 13:12,"<a class=""result-title hdrlnk"" data-id=""7389614173"" href=""https://losangeles.craigslist.org/ant/apa/d/lancaster-2x25-townhome-newly-renovated/7389614173.html"" id=""postid_7389614173"">2x2.5 Townhome-NEWLY RENOVATED - ALL APPLIANCES INCLUDED, 2 Car Garage</a>",https://losangeles.craigslist.org/ant/apa/d/lancaster-2x25-townhome-newly-renovated/7389614173.html," (Lancaster, CA antelope valley )",2414.0
77,2021-10-09 13:12,"<a class=""result-title hdrlnk"" data-id=""7391885753"" href=""https://losangeles.craigslist.org/sfv/prk/d/best-facilitybest-deals/7391885753.html"" id=""postid_7391885753"">Best Facility....Best Deals!!!</a>",https://losangeles.craigslist.org/sfv/prk/d/best-facilitybest-deals/7391885753.html, (Van Nuys san fernando valley ),0.0
78,2021-10-09 13:11,"<a class=""result-title hdrlnk"" data-id=""7391903264"" href=""https://losangeles.craigslist.org/ant/roo/d/lancaster-large-master-bedroom-for-rent/7391903264.html"" id=""postid_7391903264"">Large Master Bedroom for Rent</a>",https://losangeles.craigslist.org/ant/roo/d/lancaster-large-master-bedroom-for-rent/7391903264.html, (Lancaster antelope valley ),
79,2021-10-09 13:11,"<a class=""result-title hdrlnk"" data-id=""7378584923"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-we-have-only-master-bed/7378584923.html"" id=""postid_7378584923"">WE HAVE ONLY MASTER BED WITH MASTER BATH FOR $1600</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-we-have-only-master-bed/7378584923.html, (los angeles central LA 213/323 ),1600.0
80,2021-10-09 13:11,"<a class=""result-title hdrlnk"" data-id=""7378691251"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-we-have-only-master-bed/7378691251.html"" id=""postid_7378691251"">WE HAVE ONLY MASTER BED WITH MASTER BATH FOR $1600</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-we-have-only-master-bed/7378691251.html, (los angeles central LA 213/323 ),1600.0
81,2021-10-09 13:11,"<a class=""result-title hdrlnk"" data-id=""7391891010"" href=""https://losangeles.craigslist.org/lac/roo/d/los-angeles-female-needed-for-divided/7391891010.html"" id=""postid_7391891010"">Female needed for divided room share with female</a>",https://losangeles.craigslist.org/lac/roo/d/los-angeles-female-needed-for-divided/7391891010.html, (Los Feliz central LA 213/323 ),550.0
82,2021-10-09 13:11,"<a class=""result-title hdrlnk"" data-id=""7391900497"" href=""https://losangeles.craigslist.org/sgv/roo/d/private-single-room-rent-in-alhambra/7391900497.html"" id=""postid_7391900497"">Private Single Room 4 Rent in Alhambra near USC/CSULA</a>",https://losangeles.craigslist.org/sgv/roo/d/private-single-room-rent-in-alhambra/7391900497.html, (Alhambra san gabriel valley ),625.0
83,2021-10-09 13:10,"<a class=""result-title hdrlnk"" data-id=""7391903101"" href=""https://losangeles.craigslist.org/sfv/apa/d/northridge-spectacular-apartment-great/7391903101.html"" id=""postid_7391903101"">Spectacular Apartment, Great Views, Wood plank Flooring Throughout</a>",https://losangeles.craigslist.org/sfv/apa/d/northridge-spectacular-apartment-great/7391903101.html," (Northridge, CA san fernando valley )",2149.0
84,2021-10-09 13:10,"<a class=""result-title hdrlnk"" data-id=""7391902983"" href=""https://losangeles.craigslist.org/sgv/apa/d/pomona-coming-soon/7391902983.html"" id=""postid_7391902983"">!!! COMING SOON !!!</a>",https://losangeles.craigslist.org/sgv/apa/d/pomona-coming-soon/7391902983.html, (Claremont san gabriel valley ),2925.0
85,2021-10-09 13:10,"<a class=""result-title hdrlnk"" data-id=""7391897691"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-safer-at-home-lease-online/7391897691.html"" id=""postid_7391897691"">Safer at Home- Lease Online!</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-safer-at-home-lease-online/7391897691.html, (Los Angeles central LA 213/323 ),1650.0
86,2021-10-09 13:10,"<a class=""result-title hdrlnk"" data-id=""7391902902"" href=""https://losangeles.craigslist.org/sfv/apa/d/stevenson-ranch-leaf-it-to-us-perfect/7391902902.html"" id=""postid_7391902902"">Leaf It To Us! 🍁 Perfect 1x1 w/ Attached Garage Available NOW!</a>",https://losangeles.craigslist.org/sfv/apa/d/stevenson-ranch-leaf-it-to-us-perfect/7391902902.html," (Westridge, Valencia, Santa Clarita san fernando valley )",2531.0
87,2021-10-09 13:10,"<a class=""result-title hdrlnk"" data-id=""7391845140"" href=""https://losangeles.craigslist.org/ant/apa/d/lancaster-energy-efficient-appliances/7391845140.html"" id=""postid_7391845140"">Energy-Efficient Appliances, Onsite Management, Online Rental Payments</a>",https://losangeles.craigslist.org/ant/apa/d/lancaster-energy-efficient-appliances/7391845140.html," (43519 Kirkland Avenue, Lancaster, CA antelope valley )",2469.0
88,2021-10-09 13:10,"<a class=""result-title hdrlnk"" data-id=""7391897042"" href=""https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-must-see-bedroom/7391897042.html"" id=""postid_7391897042"">A Must See 2 Bedroom Apartment Facing The Pool</a>",https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-must-see-bedroom/7391897042.html, (Marina Del Rey westside-southbay-310 ),3612.0
89,2021-10-09 13:10,"<a class=""result-title hdrlnk"" data-id=""7390965003"" href=""https://losangeles.craigslist.org/sfv/apa/d/sherman-oaks-equipped-for-high-speed/7390965003.html"" id=""postid_7390965003"">Equipped for High Speed Internet, Parcel Lockers , Elevator</a>",https://losangeles.craigslist.org/sfv/apa/d/sherman-oaks-equipped-for-high-speed/7390965003.html," (4470 Woodman Avenue, Sherman Oaks, CA san fernando valley )",3295.0
90,2021-10-09 13:10,"<a class=""result-title hdrlnk"" data-id=""7381620989"" href=""https://losangeles.craigslist.org/wst/vac/d/caspar-autumn-weekly-camprv-resort/7381620989.html"" id=""postid_7381620989"">Autumn weekly camp@RV Resort &amp;TENTW/Indoor pool!MENDOCINO COAST!</a>",https://losangeles.craigslist.org/wst/vac/d/caspar-autumn-weekly-camprv-resort/7381620989.html," (Fort Bragg, Mendocino, Casper, Little River, Albion westside-southbay-310 )",677.0
91,2021-10-09 13:09,"<a class=""result-title hdrlnk"" data-id=""7390888130"" href=""https://losangeles.craigslist.org/wst/apa/d/playa-vista-expansive-windows-walk-in/7390888130.html"" id=""postid_7390888130"">Expansive windows, Walk-in closets, In-home washer and dryer</a>",https://losangeles.craigslist.org/wst/apa/d/playa-vista-expansive-windows-walk-in/7390888130.html," (12750 W Millennium, Los Angeles, CA westside-southbay-310 )",4089.0
92,2021-10-09 13:09,"<a class=""result-title hdrlnk"" data-id=""7390970058"" href=""https://losangeles.craigslist.org/lac/roo/d/los-angeles-ready-nowbedroom-near/7390970058.html"" id=""postid_7390970058"">(READY NOW!)Bedroom Near Silver Lake and Dowtown LA(BILLS INCLUDED)</a>",https://losangeles.craigslist.org/lac/roo/d/los-angeles-ready-nowbedroom-near/7390970058.html, (Echo Park central LA 213/323 ),1050.0
93,2021-10-09 13:09,"<a class=""result-title hdrlnk"" data-id=""7391902597"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-weight-room-nest/7391902597.html"" id=""postid_7391902597"">Weight room, NEST thermostats, Gas Barbecues, Onsite retail, Cabanas</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-weight-room-nest/7391902597.html, (427 W 5th Street central LA 213/323 ),3865.0
94,2021-10-09 13:09,"<a class=""result-title hdrlnk"" data-id=""7391902579"" href=""https://losangeles.craigslist.org/sfv/apa/d/canyon-country-beautiful-landscaping/7391902579.html"" id=""postid_7391902579"">Beautiful Landscaping, Unassigned Open Parking, On-site Maintenance</a>",https://losangeles.craigslist.org/sfv/apa/d/canyon-country-beautiful-landscaping/7391902579.html," (27940 Solamint Rd., Canyon Country, CA san fernando valley )",2475.0
95,2021-10-09 13:09,"<a class=""result-title hdrlnk"" data-id=""7384720282"" href=""https://losangeles.craigslist.org/wst/roo/d/los-angeles-modern-master-bedroom-suite/7384720282.html"" id=""postid_7384720282"">MODERN MASTER BEDROOM SUITE for PROFESSIONALS</a>",https://losangeles.craigslist.org/wst/roo/d/los-angeles-modern-master-bedroom-suite/7384720282.html, (West Los Angeles westside-southbay-310 ),1200.0
96,2021-10-09 13:09,"<a class=""result-title hdrlnk"" data-id=""7390803928"" href=""https://losangeles.craigslist.org/sfv/apa/d/diamond-bar-diamond-bar-bed-bath/7390803928.html"" id=""postid_7390803928"">DIAMOND BAR 2 BED 2 BATH APARTMENT</a>",https://losangeles.craigslist.org/sfv/apa/d/diamond-bar-diamond-bar-bed-bath/7390803928.html, (Diamond Bar san fernando valley ),1650.0
97,2021-10-09 13:09,"<a class=""result-title hdrlnk"" data-id=""7391898166"" href=""https://losangeles.craigslist.org/lac/apa/d/special-promotion-3bed-2bath-minutes/7391898166.html"" id=""postid_7391898166"">SPECIAL PROMOTION, 3bed/2bath - minutes from downtown Glendale!</a>",https://losangeles.craigslist.org/lac/apa/d/special-promotion-3bed-2bath-minutes/7391898166.html, (GLENDALE central LA 213/323 ),2535.0
98,2021-10-09 13:09,"<a class=""result-title hdrlnk"" data-id=""7391902471"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-wireless-internet-access/7391902471.html"" id=""postid_7391902471"">Wireless internet access, Printer and fax, Floral and food delivery</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-wireless-internet-access/7391902471.html, ( central LA 213/323 ),2880.0
99,2021-10-09 13:09,"<a class=""result-title hdrlnk"" data-id=""7391892694"" href=""https://losangeles.craigslist.org/lac/apa/d/south-gate-brand-new-luxury-bed-bath/7391892694.html"" id=""postid_7391892694"">BRAND NEW!! Luxury 2 Bed 2 Bath! One Month FREE! Near 605 Fwy!</a>",https://losangeles.craigslist.org/lac/apa/d/south-gate-brand-new-luxury-bed-bath/7391892694.html, (South Gate central LA 213/323 ),2844.0
100,2021-10-09 13:09,"<a class=""result-title hdrlnk"" data-id=""7391902283"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-pet-friendly-roof-top/7391902283.html"" id=""postid_7391902283"">Pet Friendly, Roof Top Amenities, Renovated One Bedroom</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-pet-friendly-roof-top/7391902283.html, ( central LA 213/323 ),2388.0
101,2021-10-09 13:09,"<a class=""result-title hdrlnk"" data-id=""7391870965"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-open-layout-and-amazing/7391870965.html"" id=""postid_7391870965"">Open Layout and Amazing Views! Tour Today! 4 weeks free!</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-open-layout-and-amazing/7391870965.html," (Downtown LA, Los Angeles, Koreatown, MacArthur Park central LA 213/323 )",2579.0
102,2021-10-09 13:08,"<a class=""result-title hdrlnk"" data-id=""7387451617"" href=""https://losangeles.craigslist.org/sfv/roo/d/woodland-hills-room-for-rent-woodland/7387451617.html"" id=""postid_7387451617"">Room for Rent Woodland Hills South of the Boulevard</a>",https://losangeles.craigslist.org/sfv/roo/d/woodland-hills-room-for-rent-woodland/7387451617.html, (Woodland Hills san fernando valley ),950.0
103,2021-10-09 13:08,"<a class=""result-title hdrlnk"" data-id=""7388146477"" href=""https://losangeles.craigslist.org/lac/reb/d/los-angeles-modern-spanish-move-in/7388146477.html"" id=""postid_7388146477"">Modern Spanish. Move-In Ready. 2 Car Detached Garage.</a>",https://losangeles.craigslist.org/lac/reb/d/los-angeles-modern-spanish-move-in/7388146477.html, ( central LA 213/323 ),0.0
104,2021-10-09 13:08,"<a class=""result-title hdrlnk"" data-id=""7381913480"" href=""https://losangeles.craigslist.org/wst/vac/d/beverly-hills-beautiful-luxury-home-in/7381913480.html"" id=""postid_7381913480"">Beautiful Luxury Home in Beverley Hills Flats for Rent $400 per night</a>",https://losangeles.craigslist.org/wst/vac/d/beverly-hills-beautiful-luxury-home-in/7381913480.html, (Beverley Hills Flats westside-southbay-310 ),400.0
105,2021-10-09 13:08,"<a class=""result-title hdrlnk"" data-id=""7390794184"" href=""https://losangeles.craigslist.org/sgv/apa/d/arcadia-incredible-modern-and-spacious/7390794184.html"" id=""postid_7390794184"">INCREDIBLE MODERN AND SPACIOUS ONE BED  ONE BATH</a>",https://losangeles.craigslist.org/sgv/apa/d/arcadia-incredible-modern-and-spacious/7390794184.html, (Arcadia san gabriel valley ),1500.0
106,2021-10-09 13:08,"<a class=""result-title hdrlnk"" data-id=""7391896176"" href=""https://losangeles.craigslist.org/lac/apa/d/canyon-country-dishwasher-two/7391896176.html"" id=""postid_7391896176"">Dishwasher, Two Refreshing Swimming Pools, Cable Ready</a>",https://losangeles.craigslist.org/lac/apa/d/canyon-country-dishwasher-two/7391896176.html, ( central LA 213/323 ),3410.0
107,2021-10-09 13:08,"<a class=""result-title hdrlnk"" data-id=""7391901765"" href=""https://losangeles.craigslist.org/sgv/apa/d/pomona-excellent-customer-service/7391901765.html"" id=""postid_7391901765"">Excellent customer service delivered with a comfortable lifestyle</a>",https://losangeles.craigslist.org/sgv/apa/d/pomona-excellent-customer-service/7391901765.html, (Pomona san gabriel valley ),2430.0
108,2021-10-09 13:08,"<a class=""result-title hdrlnk"" data-id=""7391887191"" href=""https://losangeles.craigslist.org/wst/prk/d/harbor-city-hot-deals-on-units-us/7391887191.html"" id=""postid_7391887191"">~HOT DEALS ON UNITS~ US Storage Centers - 253rd</a>",https://losangeles.craigslist.org/wst/prk/d/harbor-city-hot-deals-on-units-us/7391887191.html, (Harbor City westside-southbay-310 ),0.0
109,2021-10-09 13:08,"<a class=""result-title hdrlnk"" data-id=""7383057685"" href=""https://losangeles.craigslist.org/sfv/apa/d/northridge-fitness-center-month-free/7383057685.html"" id=""postid_7383057685"">Fitness Center, 1 month free All Utilities Included</a>",https://losangeles.craigslist.org/sfv/apa/d/northridge-fitness-center-month-free/7383057685.html, ( san fernando valley ),1199.0
110,2021-10-09 13:07,"<a class=""result-title hdrlnk"" data-id=""7391893782"" href=""https://losangeles.craigslist.org/sgv/apa/d/el-monte-the-holidays-are-coming-soon/7391893782.html"" id=""postid_7391893782"">The Holidays Are Coming Soon, And So Are These Amazing Apartments!</a>",https://losangeles.craigslist.org/sgv/apa/d/el-monte-the-holidays-are-coming-soon/7391893782.html, (3733 Gibson Road san gabriel valley ),1950.0
111,2021-10-09 13:07,"<a class=""result-title hdrlnk"" data-id=""7378609132"" href=""https://losangeles.craigslist.org/sgv/apa/d/monrovia-highway-access-on-site-retail/7378609132.html"" id=""postid_7378609132"">Highway Access, On-site Retail, Package Acceptance</a>",https://losangeles.craigslist.org/sgv/apa/d/monrovia-highway-access-on-site-retail/7378609132.html, ( san gabriel valley ),3115.0
112,2021-10-09 13:06,"<a class=""result-title hdrlnk"" data-id=""7391900942"" href=""https://losangeles.craigslist.org/sgv/sha/d/looking-for-room-to-rent/7391900942.html"" id=""postid_7391900942"">Looking for room to rent</a>",https://losangeles.craigslist.org/sgv/sha/d/looking-for-room-to-rent/7391900942.html, (West Covina san gabriel valley ),
113,2021-10-09 13:06,"<a class=""result-title hdrlnk"" data-id=""7391900475"" href=""https://losangeles.craigslist.org/wst/apa/d/san-pedro-435-be-the-first-to-live-here/7391900475.html"" id=""postid_7391900475"">#435 Be the First to Live Here, Package Lockers, Quartz Countertops</a>",https://losangeles.craigslist.org/wst/apa/d/san-pedro-435-be-the-first-to-live-here/7391900475.html, (San Pedro westside-southbay-310 ),4090.0
114,2021-10-09 13:05,"<a class=""result-title hdrlnk"" data-id=""7390894421"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-francis-aptsgorgeous/7390894421.html"" id=""postid_7390894421"">Francis Apts.Gorgeous Remodeled 2 Bedroom.OPEN HOUSE SUNDAY 9AM-11AM!</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-francis-aptsgorgeous/7390894421.html, (Mid-Wilshire and Koreatown central LA 213/323 ),2295.0
115,2021-10-09 13:05,"<a class=""result-title hdrlnk"" data-id=""7380329645"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-friendly-and-great-staff/7380329645.html"" id=""postid_7380329645"">Friendly and Great Staff, Business Center, Clubhouse</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-friendly-and-great-staff/7380329645.html," (722 Bixel St., Los Angeles, CA central LA 213/323 )",2220.0
116,2021-10-09 13:05,"<a class=""result-title hdrlnk"" data-id=""7388166883"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-dishwasher-dressing/7388166883.html"" id=""postid_7388166883"">Dishwasher, Dressing Vanities , Soaking Baths</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-dishwasher-dressing/7388166883.html," (1026 S Broadway, Los Angeles, CA central LA 213/323 )",2755.0
117,2021-10-09 13:05,"<a class=""result-title hdrlnk"" data-id=""7390924115"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-ingram-apartmentsnewly/7390924115.html"" id=""postid_7390924115"">Ingram Apartments..Newly Remodeled Gorgeous Bachelor..Great Location!</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-ingram-apartmentsnewly/7390924115.html, (Westlake central LA 213/323 ),1175.0
118,2021-10-09 13:05,"<a class=""result-title hdrlnk"" data-id=""7391900155"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-francis-apartmentsgorgeous/7391900155.html"" id=""postid_7391900155"">Francis Apartments...Gorgeous Remodeled 2 Bedroom..Great Location!</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-francis-apartmentsgorgeous/7391900155.html, (Mid-Wilshire and Koreatown central LA 213/323 ),2295.0
119,2021-10-09 13:05,"<a class=""result-title hdrlnk"" data-id=""7391893152"" href=""https://losangeles.craigslist.org/sfv/apa/d/valley-village-your-new-home-is-ready/7391893152.html"" id=""postid_7391893152"">Your new home is ready for move in! - 13 Month Lease</a>",https://losangeles.craigslist.org/sfv/apa/d/valley-village-your-new-home-is-ready/7391893152.html, (Valley Village san fernando valley ),3605.0
